window_start,window_end,feature,method,statistic,threshold,alert,p_value,effect_size,n_reference,n_window
2015-02-18 10:22:38,2015-02-18 11:22:38,duration_log1p,wasserstein,0.008804,0.1,False,,0.035133,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,duration_log1p,psi,0.043528,0.2,False,,0.043528,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,duration_log1p,cusum,0.0,7.67004,False,,0.003588,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packets_log1p,ks,0.061347,0.005612,True,1.849e-275,0.061347,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packets_log1p,wasserstein,0.187909,0.1,False,,0.079735,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packets_log1p,psi,0.056483,0.2,False,,0.056483,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,packets_log1p,cusum,3.29837,7.67004,False,,0.128315,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_log1p,ks,0.073812,0.005612,True,0.0,0.073812,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_log1p,wasserstein,0.268089,0.1,False,,0.074855,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_log1p,psi,0.044971,0.2,False,,0.044971,1270025,90018
2015-02-18 10:22:38,2015-02-18 11:22:38,bytes_log1p,cusum,2.866188,7.67004,False,,0.122356,1270025,90018
2015-02-18 11:22:38,2015-02-18 12:22:38,flow_duration,ks,0.368581,0.004424,True,0.0,0.368581,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,flow_duration,wasserstein,0.233248,0.1,True,,0.817535,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,flow_duration,psi,0.740491,0.2,True,,0.740491,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,flow_duration,cusum,0.0,8.544629,False,,0.005212,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,total_packets,ks,0.371471,0.004424,True,0.0,0.371471,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,total_packets,wasserstein,40.184055,0.1,True,,0.467256,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,total_packets,psi,0.976779,0.2,True,,0.976779,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,total_packets,cusum,0.0,8.544629,False,,0.197359,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,total_bytes,ks,0.36872,0.004424,True,0.0,0.36872,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,total_bytes,wasserstein,22937.362913,0.1,True,,0.788442,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,total_bytes,psi,0.735231,0.2,True,,0.735231,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,total_bytes,cusum,0.0,8.544629,False,,0.122106,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,forward_packets,ks,0.297993,0.004424,True,0.0,0.297993,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,forward_packets,wasserstein,16.611098,0.1,True,,0.346065,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,forward_packets,psi,0.407438,0.2,True,,0.407438,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,forward_packets,cusum,0.0,8.544629,False,,0.210591,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,backward_packets,ks,0.376834,0.004424,True,0.0,0.376834,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,backward_packets,wasserstein,23.673437,0.1,True,,0.538033,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,backward_packets,psi,0.979543,0.2,True,,0.979543,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,backward_packets,cusum,0.0,8.544629,False,,0.180825,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,forward_bytes,ks,0.295429,0.004424,True,0.0,0.295429,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,forward_bytes,wasserstein,2114.354252,0.1,True,,0.620409,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,forward_bytes,psi,0.343351,0.2,True,,0.343351,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,forward_bytes,cusum,0.0,8.544629,False,,0.028127,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,backward_bytes,ks,0.379421,0.004424,True,0.0,0.379421,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,backward_bytes,wasserstein,21141.991161,0.1,True,,1.067131,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,backward_bytes,psi,0.955285,0.2,True,,0.955285,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,backward_bytes,cusum,0.0,8.544629,False,,0.120752,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,packet_rate,ks,0.373586,0.004424,True,0.0,0.373586,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,packet_rate,wasserstein,180413.138928,0.1,True,,43.474072,1270025,151422
2015-02-18 11:22:38,2015-02-18 12:22:38,packet_rate,psi,0.739403,0.2,True,,0.739403,1270025,151422
